task_id,project_id,account_id,assigned_user_id,created_date,completed_date,status
T30440,P20035,A1005,U10026,2026-01-24,2026-02-05,Completed
T30441,P20035,A1005,U10025,2025-11-22,,In Progress
T30442,P20035,A1005,U10026,2026-02-04,,In Progress
T30443,P20035,A1005,U10025,2026-01-23,2026-01-28,Completed
T30444,P20035,A1005,U10025,2025-10-30,2025-11-06,Completed
T30445,P20035,A1005,U10026,2025-12-22,2026-01-01,Completed
T30446,P20035,A1005,U10026,2026-01-19,2026-01-30,Completed
T30447,P20035,A1005,U10025,2026-02-01,,Open
T30448,P20035,A1005,U10026,2025-12-22,,In Progress
T30449,P20035,A1005,U10025,2025-10-11,2025-10-22,Completed
T30450,P20035,A1005,U10026,2025-12-19,2026-01-06,Completed
T30451,P20035,A1005,U10026,2025-10-26,,Open
T30452,P20035,A1005,U10026,2025-12-19,,Open
T30453,P20035,A1005,U10025,2025-11-01,2025-11-16,Completed
T30454,P20035,A1005,U10026,2025-12-16,2025-12-25,Completed
T30455,P20035,A1005,U10025,2025-10-30,2025-11-14,Completed
T30456,P20036,A1006,U10028,2025-10-09,2025-10-11,Completed
T30457,P20036,A1006,U10027,2025-10-12,,In Progress
T30458,P20036,A1006,U10030,2025-11-03,,Open
T30459,P20036,A1006,U10027,2025-12-21,,In Progress
T30460,P20036,A1006,U10027,2025-11-02,,Open
T30461,P20036,A1006,U10029,2025-10-07,2025-10-23,Completed
T30462,P20036,A1006,U10027,2025-12-05,,In Progress
T30463,P20036,A1006,U10029,2025-10-05,,In Progress
T30464,P20036,A1006,U10027,2025-11-16,,Open
T30465,P20036,A1006,U10030,2026-01-30,2026-02-18,Completed
T30466,P20037,A1006,U10029,2025-10-26,,Open
T30467,P20037,A1006,U10030,2026-01-12,2026-01-16,Completed
T30468,P20037,A1006,U10027,2025-11-13,2025-11-18,Completed
T30469,P20037,A1006,U10027,2026-01-26,,Open
T30470,P20037,A1006,U10030,2026-01-11,,In Progress
T30471,P20038,A1007,U10031,2026-02-12,,Open
T30472,P20038,A1007,U10031,2026-02-15,,In Progress
T30473,P20038,A1007,U10032,2025-12-07,2025-12-08,Completed
T30474,P20038,A1007,U10031,2025-10-29,2025-11-02,Completed
T30475,P20038,A1007,U10032,2026-01-10,2026-01-14,Completed
T30476,P20038,A1007,U10031,2026-02-03,,In Progress
T30477,P20038,A1007,U10031,2025-11-10,,In Progress
T30478,P20038,A1007,U10032,2026-02-12,,In Progress
T30479,P20038,A1007,U10031,2026-01-02,,Open
T30480,P20038,A1007,U10032,2026-02-14,,Open
T30481,P20038,A1007,U10032,2025-12-12,2025-12-14,Completed
T30482,P20039,A1008,U10037,2025-10-24,2025-11-05,Completed
T30483,P20039,A1008,U10035,2025-11-21,2025-11-24,Completed
T30484,P20039,A1008,U10036,2025-10-20,2025-10-29,Completed
T30485,P20039,A1008,U10036,2025-10-18,2025-10-22,Completed
T30486,P20039,A1008,U10034,2025-09-27,2025-10-10,Completed
T30487,P20039,A1008,U10035,2025-12-17,,Open
T30488,P20039,A1008,U10041,2025-11-27,2025-12-12,Completed
T30489,P20039,A1008,U10035,2025-11-29,,In Progress
T30490,P20039,A1008,U10038,2025-10-17,2025-10-22,Completed
T30491,P20039,A1008,U10036,2025-12-06,,Open
T30492,P20039,A1008,U10037,2025-11-17,,Open
T30493,P20039,A1008,U10041,2025-12-04,2025-12-23,Completed
T30494,P20039,A1008,U10036,2025-12-16,2025-12-27,Completed
T30495,P20039,A1008,U10038,2025-10-05,2025-10-23,Completed
T30496,P20039,A1008,U10038,2025-12-20,2025-12-25,Completed
T30497,P20039,A1008,U10039,2025-10-25,2025-11-03,Completed
T30498,P20039,A1008,U10041,2025-12-09,,In Progress
T30499,P20039,A1008,U10033,2025-12-04,2025-12-13,Completed
T30500,P20039,A1008,U10037,2025-09-23,,Open
T30501,P20039,A1008,U10036,2025-09-29,2025-09-29,Completed
T30502,P20039,A1008,U10034,2025-12-05,,In Progress
T30503,P20039,A1008,U10041,2025-11-19,,In Progress
T30504,P20039,A1008,U10037,2025-10-27,2025-11-14,Completed
T30505,P20039,A1008,U10038,2025-09-11,2025-09-16,Completed
T30506,P20039,A1008,U10036,2025-11-23,,In Progress
T30507,P20039,A1008,U10038,2025-10-17,,Open
T30508,P20039,A1008,U10036,2026-01-02,2026-01-21,Completed
T30509,P20039,A1008,U10034,2025-10-05,,Open
T30510,P20039,A1008,U10039,2025-11-27,2025-12-15,Completed
T30511,P20039,A1008,U10035,2025-09-20,2025-10-05,Completed
T30512,P20039,A1008,U10033,2025-09-25,2025-10-05,Completed
T30513,P20039,A1008,U10037,2025-12-11,2025-12-13,Completed
T30514,P20039,A1008,U10038,2025-10-07,2025-10-18,Completed
T30515,P20039,A1008,U10041,2025-10-17,2025-10-22,Completed
T30516,P20039,A1008,U10038,2025-11-27,2025-11-29,Completed
T30517,P20039,A1008,U10036,2025-12-21,2026-01-10,Completed
T30518,P20039,A1008,U10033,2025-12-09,,In Progress
T30519,P20039,A1008,U10036,2025-12-29,2026-01-08,Completed
T30520,P20040,A1008,U10037,2025-11-10,2025-11-10,Completed
T30521,P20040,A1008,U10040,2025-10-17,2025-10-23,Completed
T30522,P20040,A1008,U10036,2025-10-15,,In Progress
T30523,P20040,A1008,U10035,2025-12-11,2025-12-13,Completed
T30524,P20040,A1008,U10036,2025-10-28,2025-11-05,Completed
T30525,P20040,A1008,U10039,2025-12-23,2025-12-26,Completed
T30526,P20040,A1008,U10033,2025-12-15,2025-12-15,Completed
T30527,P20040,A1008,U10041,2025-09-20,2025-10-02,Completed
T30528,P20040,A1008,U10039,2025-11-09,2025-11-22,Completed
T30529,P20040,A1008,U10041,2025-10-05,2025-10-18,Completed
T30530,P20040,A1008,U10034,2025-11-16,2025-11-28,Completed
T30531,P20040,A1008,U10037,2025-10-28,2025-11-14,Completed
T30532,P20040,A1008,U10033,2025-11-01,2025-11-04,Completed
T30533,P20041,A1008,U10041,2026-01-26,,In Progress
T30534,P20041,A1008,U10038,2025-12-12,2025-12-30,Completed
T30535,P20041,A1008,U10033,2026-01-03,2026-01-10,Completed
T30536,P20041,A1008,U10037,2025-11-01,,Open
T30537,P20041,A1008,U10041,2025-12-08,2025-12-10,Completed
T30538,P20041,A1008,U10037,2026-01-22,2026-01-23,Completed
T30539,P20041,A1008,U10033,2025-11-18,2025-11-18,Completed
T30540,P20041,A1008,U10034,2025-11-21,2025-11-29,Completed
T30541,P20041,A1008,U10038,2025-10-25,2025-10-27,Completed
T30542,P20041,A1008,U10034,2025-11-24,2025-11-29,Completed
T30543,P20041,A1008,U10037,2026-02-02,2026-02-14,Completed
T30544,P20041,A1008,U10035,2025-11-01,,Open
T30545,P20041,A1008,U10039,2026-01-13,2026-01-15,Completed
T30546,P20041,A1008,U10040,2025-12-21,2025-12-23,Completed
T30547,P20041,A1008,U10040,2025-11-24,,In Progress
T30548,P20041,A1008,U10034,2025-12-27,2026-01-15,Completed
T30549,P20042,A1008,U10034,2026-01-25,2026-02-09,Completed
T30550,P20042,A1008,U10039,2026-01-01,2026-01-01,Completed
T30551,P20042,A1008,U10040,2025-11-27,2025-12-17,Completed
T30552,P20042,A1008,U10037,2025-10-24,2025-11-12,Completed
T30553,P20042,A1008,U10038,2026-01-24,2026-02-06,Completed
T30554,P20042,A1008,U10035,2025-10-23,,In Progress
T30555,P20042,A1008,U10035,2025-10-09,2025-10-12,Completed
T30556,P20042,A1008,U10036,2025-11-14,2025-11-20,Completed
T30557,P20042,A1008,U10036,2025-10-27,2025-11-09,Completed
T30558,P20042,A1008,U10033,2025-12-31,2026-01-17,Completed
T30559,P20042,A1008,U10037,2026-01-03,2026-01-20,Completed
T30560,P20043,A1008,U10034,2025-10-06,2025-10-15,Completed
T30561,P20043,A1008,U10036,2025-10-11,,Open
T30562,P20043,A1008,U10038,2025-10-03,2025-10-06,Completed
T30563,P20043,A1008,U10040,2025-09-09,2025-09-21,Completed
T30564,P20043,A1008,U10036,2025-11-15,2025-12-02,Completed
T30565,P20043,A1008,U10034,2025-12-19,2026-01-03,Completed
T30566,P20043,A1008,U10040,2025-09-22,2025-09-23,Completed
T30567,P20043,A1008,U10039,2025-10-19,2025-10-19,Completed
T30568,P20043,A1008,U10035,2025-10-27,2025-10-29,Completed
T30569,P20043,A1008,U10035,2025-10-10,,In Progress
T30570,P20043,A1008,U10041,2025-12-17,2026-01-06,Completed
T30571,P20043,A1008,U10036,2025-11-18,,Open
T30572,P20043,A1008,U10040,2025-11-03,,Open
T30573,P20043,A1008,U10035,2025-09-28,,In Progress
T30574,P20043,A1008,U10035,2025-09-15,2025-09-15,Completed
T30575,P20043,A1008,U10039,2025-09-29,2025-10-04,Completed
T30576,P20044,A1008,U10039,2025-12-14,2025-12-23,Completed
T30577,P20044,A1008,U10033,2025-10-04,2025-10-19,Completed
T30578,P20044,A1008,U10035,2026-01-10,2026-01-13,Completed
T30579,P20044,A1008,U10038,2025-11-02,2025-11-14,Completed
T30580,P20044,A1008,U10040,2025-11-23,2025-12-08,Completed
T30581,P20044,A1008,U10034,2026-01-16,,In Progress
T30582,P20044,A1008,U10036,2025-12-17,2025-12-25,Completed
T30583,P20044,A1008,U10039,2025-10-05,,In Progress
T30584,P20044,A1008,U10033,2025-12-15,2026-01-01,Completed
T30585,P20044,A1008,U10036,2025-11-12,2025-11-17,Completed
T30586,P20044,A1008,U10037,2025-11-10,2025-11-22,Completed
T30587,P20044,A1008,U10037,2025-11-10,2025-11-15,Completed
T30588,P20044,A1008,U10040,2025-11-20,2025-11-21,Completed
T30589,P20044,A1008,U10037,2025-10-27,2025-11-10,Completed
T30590,P20044,A1008,U10034,2025-11-22,,In Progress
T30591,P20044,A1008,U10035,2025-10-27,,In Progress
T30592,P20044,A1008,U10038,2025-10-22,2025-10-30,Completed
T30593,P20044,A1008,U10033,2025-12-05,2025-12-06,Completed
T30594,P20044,A1008,U10039,2025-10-13,,Open
T30595,P20044,A1008,U10034,2025-12-29,2026-01-01,Completed
T30596,P20044,A1008,U10037,2025-10-04,2025-10-15,Completed
T30597,P20044,A1008,U10036,2026-01-05,2026-01-22,Completed
T30598,P20044,A1008,U10041,2025-11-15,2025-12-03,Completed
T30599,P20044,A1008,U10038,2025-10-23,2025-11-09,Completed
T30600,P20044,A1008,U10039,2025-10-01,2025-10-13,Completed
T30601,P20044,A1008,U10033,2026-01-06,2026-01-22,Completed
T30602,P20044,A1008,U10041,2025-11-16,2025-12-03,Completed
T30603,P20044,A1008,U10040,2025-12-20,2026-01-04,Completed
T30604,P20044,A1008,U10034,2025-12-06,2025-12-13,Completed
T30605,P20044,A1008,U10041,2025-11-23,2025-12-02,Completed
T30606,P20044,A1008,U10039,2025-10-04,2025-10-16,Completed
T30607,P20044,A1008,U10040,2026-01-17,,Open
T30608,P20044,A1008,U10040,2026-01-11,,In Progress
T30609,P20045,A1008,U10036,2025-12-30,2025-12-31,Completed
T30610,P20045,A1008,U10037,2025-12-03,2025-12-21,Completed
T30611,P20045,A1008,U10038,2026-01-23,2026-02-08,Completed
T30612,P20045,A1008,U10036,2026-01-10,2026-01-28,Completed
T30613,P20045,A1008,U10036,2025-12-25,2026-01-13,Completed
T30614,P20045,A1008,U10036,2025-10-18,2025-10-21,Completed
T30615,P20045,A1008,U10040,2026-01-04,2026-01-18,Completed
T30616,P20045,A1008,U10038,2025-10-22,,In Progress
T30617,P20045,A1008,U10037,2025-10-21,,In Progress
T30618,P20045,A1008,U10041,2025-10-27,,Open
T30619,P20045,A1008,U10035,2026-01-11,2026-01-17,Completed
T30620,P20045,A1008,U10033,2025-10-16,2025-10-17,Completed
T30621,P20045,A1008,U10035,2025-11-23,,In Progress
T30622,P20045,A1008,U10038,2025-10-10,2025-10-23,Completed
T30623,P20045,A1008,U10038,2025-10-25,2025-11-14,Completed
T30624,P20045,A1008,U10037,2025-10-18,2025-11-06,Completed
T30625,P20045,A1008,U10036,2025-11-02,2025-11-12,Completed
T30626,P20045,A1008,U10037,2026-01-24,,In Progress
T30627,P20045,A1008,U10036,2026-01-01,2026-01-03,Completed
T30628,P20045,A1008,U10039,2025-10-11,2025-10-23,Completed
T30629,P20045,A1008,U10035,2025-12-10,2025-12-22,Completed
T30630,P20045,A1008,U10041,2025-12-09,,Open
T30631,P20045,A1008,U10037,2025-11-10,,In Progress
T30632,P20045,A1008,U10033,2026-01-17,,In Progress
T30633,P20045,A1008,U10036,2025-11-04,2025-11-20,Completed
T30634,P20046,A1008,U10037,2025-12-10,,In Progress
T30635,P20046,A1008,U10037,2026-02-07,2026-02-07,Completed
T30636,P20046,A1008,U10036,2026-01-21,2026-02-09,Completed
T30637,P20046,A1008,U10041,2025-12-27,2026-01-12,Completed
T30638,P20046,A1008,U10040,2026-01-21,2026-02-03,Completed
T30639,P20046,A1008,U10038,2025-10-27,,In Progress
T30640,P20046,A1008,U10034,2025-12-05,2025-12-09,Completed
T30641,P20046,A1008,U10037,2025-10-31,2025-11-18,Completed
T30642,P20046,A1008,U10038,2025-12-27,,In Progress
T30643,P20046,A1008,U10033,2025-12-26,2025-12-29,Completed
T30644,P20046,A1008,U10034,2026-02-08,,Open
T30645,P20046,A1008,U10034,2025-10-26,2025-11-13,Completed
T30646,P20046,A1008,U10041,2026-01-20,2026-01-23,Completed
T30647,P20046,A1008,U10039,2026-01-21,2026-01-30,Completed
T30648,P20046,A1008,U10035,2026-02-01,2026-02-18,Completed
T30649,P20046,A1008,U10038,2026-02-02,2026-02-13,Completed
T30650,P20046,A1008,U10041,2026-02-02,,Open
T30651,P20046,A1008,U10041,2025-12-04,2025-12-12,Completed
T30652,P20046,A1008,U10039,2025-12-01,,In Progress
T30653,P20046,A1008,U10038,2026-01-04,2026-01-19,Completed
T30654,P20046,A1008,U10040,2025-12-25,,In Progress
T30655,P20047,A1008,U10033,2025-12-07,2025-12-22,Completed
T30656,P20047,A1008,U10033,2025-09-25,2025-09-30,Completed
T30657,P20047,A1008,U10037,2025-10-26,2025-11-07,Completed
T30658,P20047,A1008,U10041,2025-10-09,2025-10-28,Completed
T30659,P20047,A1008,U10039,2025-12-07,2025-12-19,Completed
T30660,P20047,A1008,U10036,2025-09-25,2025-10-07,Completed
T30661,P20047,A1008,U10037,2026-01-12,2026-01-22,Completed
T30662,P20047,A1008,U10034,2025-12-18,2025-12-25,Completed
T30663,P20047,A1008,U10036,2025-09-27,2025-10-12,Completed
T30664,P20047,A1008,U10033,2026-01-16,2026-01-24,Completed
T30665,P20047,A1008,U10040,2026-01-13,2026-01-24,Completed
T30666,P20047,A1008,U10036,2025-09-23,2025-10-03,Completed
T30667,P20047,A1008,U10040,2026-01-03,,In Progress
T30668,P20047,A1008,U10038,2025-12-31,2026-01-09,Completed
T30669,P20047,A1008,U10034,2025-10-30,2025-11-07,Completed
T30670,P20047,A1008,U10037,2026-01-06,2026-01-21,Completed
T30671,P20047,A1008,U10036,2026-01-08,,Open
T30672,P20048,A1008,U10036,2025-11-06,2025-11-09,Completed
T30673,P20048,A1008,U10040,2025-11-28,2025-12-05,Completed
T30674,P20048,A1008,U10033,2025-08-26,2025-09-04,Completed
T30675,P20048,A1008,U10037,2025-11-12,2025-11-26,Completed
T30676,P20048,A1008,U10036,2025-11-16,,In Progress
T30677,P20048,A1008,U10033,2025-11-22,2025-12-02,Completed
T30678,P20048,A1008,U10036,2025-09-12,2025-09-25,Completed
T30679,P20049,A1008,U10034,2026-01-22,2026-02-11,Completed
T30680,P20049,A1008,U10038,2025-11-17,2025-11-23,Completed
T30681,P20049,A1008,U10041,2026-01-01,2026-01-07,Completed
T30682,P20049,A1008,U10038,2026-03-02,2026-03-15,Completed
T30683,P20049,A1008,U10035,2026-02-08,2026-02-23,Completed
T30684,P20049,A1008,U10037,2026-02-11,2026-02-27,Completed
T30685,P20049,A1008,U10038,2026-02-25,2026-03-08,Completed
T30686,P20049,A1008,U10041,2026-02-19,,In Progress
T30687,P20049,A1008,U10037,2025-11-13,2025-11-29,Completed
T30688,P20049,A1008,U10041,2026-02-15,2026-02-20,Completed
T30689,P20050,A1008,U10036,2025-11-02,,In Progress
T30690,P20050,A1008,U10039,2025-12-03,2025-12-19,Completed
T30691,P20050,A1008,U10035,2025-12-15,,In Progress
T30692,P20050,A1008,U10034,2025-11-11,2025-11-27,Completed
T30693,P20050,A1008,U10035,2026-02-14,2026-03-04,Completed
T30694,P20050,A1008,U10033,2025-10-28,2025-11-02,Completed
T30695,P20050,A1008,U10037,2025-11-18,2025-11-24,Completed
T30696,P20050,A1008,U10033,2026-02-09,2026-02-10,Completed
T30697,P20050,A1008,U10033,2025-11-25,2025-11-26,Completed
T30698,P20050,A1008,U10033,2025-12-22,,In Progress
T30699,P20050,A1008,U10037,2025-10-31,2025-11-11,Completed
T30700,P20050,A1008,U10036,2026-01-23,2026-01-29,Completed
T30701,P20050,A1008,U10036,2025-11-29,2025-12-10,Completed
T30702,P20051,A1008,U10038,2025-11-24,,In Progress
T30703,P20051,A1008,U10035,2025-10-09,,In Progress
T30704,P20051,A1008,U10035,2025-10-14,2025-10-26,Completed
T30705,P20051,A1008,U10041,2025-10-31,,Open
T30706,P20051,A1008,U10039,2025-12-07,2025-12-10,Completed
T30707,P20051,A1008,U10041,2025-11-06,2025-11-06,Completed
T30708,P20051,A1008,U10033,2025-09-10,2025-09-21,Completed
T30709,P20051,A1008,U10037,2025-10-12,2025-10-31,Completed
T30710,P20051,A1008,U10033,2025-10-07,2025-10-12,Completed
T30711,P20051,A1008,U10035,2025-11-30,2025-12-15,Completed
T30712,P20051,A1008,U10037,2025-10-25,2025-11-11,Completed
T30713,P20051,A1008,U10034,2025-09-24,2025-10-05,Completed
T30714,P20051,A1008,U10040,2025-08-31,2025-09-08,Completed
T30715,P20051,A1008,U10034,2025-11-14,,In Progress
T30716,P20051,A1008,U10039,2025-11-25,2025-11-27,Completed
T30717,P20051,A1008,U10039,2025-09-16,2025-09-16,Completed
T30718,P20051,A1008,U10033,2025-09-29,,In Progress
T30719,P20051,A1008,U10038,2025-08-17,2025-08-22,Completed
T30720,P20051,A1008,U10035,2025-11-28,2025-12-16,Completed
T30721,P20051,A1008,U10041,2025-11-18,,In Progress
T30722,P20051,A1008,U10039,2025-09-07,2025-09-14,Completed
T30723,P20052,A1008,U10041,2026-02-04,2026-02-11,Completed
T30724,P20052,A1008,U10035,2026-02-08,2026-02-14,Completed
T30725,P20052,A1008,U10036,2025-12-18,2026-01-07,Completed
T30726,P20052,A1008,U10039,2026-01-05,2026-01-21,Completed
T30727,P20052,A1008,U10038,2025-11-16,2025-11-16,Completed
T30728,P20052,A1008,U10033,2026-01-13,2026-01-17,Completed
T30729,P20052,A1008,U10040,2026-02-04,2026-02-09,Completed
T30730,P20052,A1008,U10036,2026-01-29,,Open
T30731,P20052,A1008,U10034,2026-02-24,2026-02-24,Completed
T30732,P20052,A1008,U10035,2025-12-12,,Open
T30733,P20052,A1008,U10034,2025-12-16,2026-01-04,Completed
T30734,P20052,A1008,U10041,2026-02-25,2026-03-06,Completed
T30735,P20052,A1008,U10041,2026-02-13,2026-03-05,Completed
T30736,P20052,A1008,U10041,2025-12-19,2026-01-01,Completed
T30737,P20052,A1008,U10037,2026-03-08,2026-03-20,Completed
T30738,P20052,A1008,U10034,2026-03-03,,Open
T30739,P20052,A1008,U10038,2025-12-28,2026-01-11,Completed
T30740,P20053,A1008,U10041,2025-11-20,,Open
T30741,P20053,A1008,U10041,2025-11-15,2025-11-29,Completed
T30742,P20053,A1008,U10041,2025-11-26,2025-12-12,Completed
T30743,P20053,A1008,U10037,2026-02-01,,Open
T30744,P20053,A1008,U10033,2026-01-06,2026-01-18,Completed
T30745,P20053,A1008,U10041,2026-01-01,2026-01-04,Completed
T30746,P20053,A1008,U10033,2025-10-19,2025-11-04,Completed
T30747,P20053,A1008,U10035,2026-01-11,2026-01-22,Completed
T30748,P20053,A1008,U10036,2025-12-29,,Open
T30749,P20053,A1008,U10037,2026-01-09,2026-01-28,Completed
T30750,P20053,A1008,U10035,2026-01-04,2026-01-13,Completed
T30751,P20053,A1008,U10041,2025-11-26,2025-11-29,Completed
T30752,P20053,A1008,U10035,2025-12-19,2025-12-21,Completed
T30753,P20053,A1008,U10034,2025-12-01,2025-12-09,Completed
T30754,P20053,A1008,U10038,2026-01-08,2026-01-18,Completed
T30755,P20053,A1008,U10037,2026-02-06,2026-02-14,Completed
T30756,P20053,A1008,U10037,2025-11-21,2025-12-11,Completed
T30757,P20053,A1008,U10034,2026-01-18,2026-02-07,Completed
T30758,P20053,A1008,U10040,2025-11-26,,In Progress
T30759,P20053,A1008,U10040,2025-11-12,,In Progress
T30760,P20053,A1008,U10033,2025-11-07,2025-11-23,Completed
T30761,P20053,A1008,U10036,2026-01-24,,Open
T30762,P20053,A1008,U10040,2025-11-18,2025-11-19,Completed
T30763,P20053,A1008,U10033,2026-01-30,2026-02-18,Completed
T30764,P20053,A1008,U10041,2025-12-09,2025-12-19,Completed
T30765,P20053,A1008,U10033,2026-01-14,2026-01-18,Completed
T30766,P20053,A1008,U10033,2026-01-19,2026-01-19,Completed
T30767,P20053,A1008,U10033,2026-01-10,,In Progress
T30768,P20054,A1008,U10037,2025-12-21,,In Progress
T30769,P20054,A1008,U10033,2025-11-25,2025-12-03,Completed
T30770,P20054,A1008,U10040,2026-02-12,,In Progress
T30771,P20054,A1008,U10041,2025-12-11,2025-12-23,Completed
T30772,P20054,A1008,U10035,2025-12-07,2025-12-08,Completed
T30773,P20054,A1008,U10035,2026-01-01,2026-01-19,Completed
T30774,P20054,A1008,U10038,2026-01-31,2026-02-06,Completed
T30775,P20054,A1008,U10035,2025-12-01,2025-12-08,Completed
T30776,P20054,A1008,U10038,2026-01-14,2026-01-31,Completed
T30777,P20054,A1008,U10033,2026-01-08,2026-01-23,Completed
T30778,P20054,A1008,U10037,2026-02-12,2026-02-23,Completed
T30779,P20054,A1008,U10033,2025-12-22,,Open
T30780,P20054,A1008,U10040,2025-11-26,2025-12-01,Completed
T30781,P20054,A1008,U10036,2026-02-03,,In Progress
T30782,P20054,A1008,U10039,2026-01-11,2026-01-28,Completed
T30783,P20054,A1008,U10041,2025-11-11,2025-11-20,Completed
T30784,P20054,A1008,U10033,2025-10-31,2025-11-15,Completed
T30785,P20054,A1008,U10037,2025-11-04,,In Progress
T30786,P20054,A1008,U10035,2026-01-21,2026-01-29,Completed
T30787,P20054,A1008,U10041,2026-01-19,2026-02-05,Completed
T30788,P20054,A1008,U10034,2026-01-24,2026-01-29,Completed
T30789,P20055,A1008,U10041,2026-02-12,,In Progress
T30790,P20055,A1008,U10037,2026-03-12,2026-03-22,Completed
T30791,P20055,A1008,U10036,2026-02-08,2026-02-10,Completed
T30792,P20055,A1008,U10041,2025-12-15,2025-12-26,Completed
T30793,P20055,A1008,U10037,2025-12-15,,Open
T30794,P20055,A1008,U10037,2026-02-20,,In Progress
T30795,P20055,A1008,U10038,2026-03-08,,Open
T30796,P20055,A1008,U10040,2025-12-26,2026-01-08,Completed
T30797,P20055,A1008,U10036,2026-02-25,2026-03-07,Completed
T30798,P20055,A1008,U10034,2026-01-03,2026-01-11,Completed
T30799,P20055,A1008,U10041,2026-01-30,2026-02-08,Completed
T30800,P20055,A1008,U10037,2026-01-15,2026-01-18,Completed
T30801,P20055,A1008,U10033,2026-01-16,2026-01-17,Completed
T30802,P20055,A1008,U10033,2026-03-07,2026-03-27,Completed
T30803,P20055,A1008,U10040,2026-01-30,,In Progress
T30804,P20055,A1008,U10035,2026-01-30,2026-02-18,Completed
T30805,P20056,A1008,U10039,2025-11-12,,In Progress
T30806,P20056,A1008,U10038,2026-01-02,2026-01-08,Completed
T30807,P20056,A1008,U10038,2026-01-06,2026-01-09,Completed
T30808,P20056,A1008,U10038,2026-02-22,2026-03-06,Completed
T30809,P20056,A1008,U10035,2026-01-09,2026-01-18,Completed
T30810,P20056,A1008,U10039,2025-12-25,2025-12-26,Completed
T30811,P20056,A1008,U10037,2026-02-22,2026-02-26,Completed
T30812,P20056,A1008,U10033,2025-11-20,2025-11-26,Completed
